nr_powiatu;Obwodowa Komisja Wyborcza nr;BARTOSZEWICZ Artur;BIEJAT Magdalena Agnieszka;BRAUN Grzegorz Michał;HOŁOWNIA Szymon Franciszek;JAKUBIAK Marek;MACIAK Maciej;MENTZEN Sławomir Jerzy;NAWROCKI Karol Tadeusz;SENYSZYN Joanna;STANOWSKI Krzysztof Jakub;TRZASKOWSKI Rafał Kazimierz;WOCH Marek Marian;ZANDBERG Adrian Tadeusz;
20401;Obwodowa Komisja Wyborcza numer 11;4;22;32;22;3;1;101;165;7;2;103;0;28;
20401;Obwodowa Komisja Wyborcza numer 8;4;20;55;24;8;0;128;182;4;9;147;1;40;
20603;Obwodowa Komisja Wyborcza numer 4;4;18;33;17;2;0;71;113;6;12;171;0;16;
20404;Obwodowa Komisja Wyborcza numer 2;1;14;31;15;2;1;79;148;10;2;150;1;14;
20601;Obwodowa Komisja Wyborcza numer 4;9;24;39;37;4;5;94;126;8;12;332;0;37;
20404;Obwodowa Komisja Wyborcza numer 7;2;5;24;4;1;0;41;85;3;2;46;1;5;
20404;Obwodowa Komisja Wyborcza numer 6;0;7;11;1;1;0;30;47;0;2;37;0;4;
20503;Obwodowa Komisja Wyborcza numer 2;0;3;19;4;1;0;22;98;1;0;27;0;7;
20404;Obwodowa Komisja Wyborcza numer 4;0;11;18;8;1;2;49;71;2;0;43;0;7;
20404;Obwodowa Komisja Wyborcza numer 5;0;9;22;10;1;0;67;148;6;2;61;0;16;
20601;Obwodowa Komisja Wyborcza numer 2;4;19;26;21;1;1;38;54;13;3;237;0;10;
20404;Obwodowa Komisja Wyborcza numer 8;0;5;16;8;3;0;30;81;3;1;47;0;4;
20601;Obwodowa Komisja Wyborcza numer 1;2;27;33;23;6;1;58;67;8;2;237;0;31;
20601;;0;5;2;0;1;0;4;19;0;0;17;0;0;
20601;Obwodowa Komisja Wyborcza numer 5;3;24;25;20;0;0;40;96;11;6;252;0;19;
20503;;2;11;38;12;0;0;83;155;5;4;108;0;14;
20601;Obwodowa Komisja Wyborcza numer 3;2;26;26;15;2;0;50;82;6;6;238;0;29;
20404;Obwodowa Komisja Wyborcza numer 3;0;7;15;8;1;0;40;46;0;2;43;0;8;
20404;;0;43;26;47;3;2;111;161;9;8;257;0;39;
20503;Obwodowa Komisja Wyborcza numer 3;0;9;25;11;1;1;54;96;2;0;75;0;4;
20503;Obwodowa Komisja Wyborcza numer 10;2;7;11;4;2;1;37;73;0;2;38;0;5;
20602;Obwodowa Komisja Wyborcza numer 5;2;24;28;19;3;0;53;113;5;7;273;1;30;
20602;Obwodowa Komisja Wyborcza numer 2;4;28;40;22;9;2;71;106;5;1;232;2;12;
20602;Obwodowa Komisja Wyborcza numer 1;3;11;26;18;4;3;39;73;1;4;159;2;12;
20503;Obwodowa Komisja Wyborcza numer 5;1;3;8;3;1;0;17;59;0;1;23;0;5;
20602;Obwodowa Komisja Wyborcza numer 4;4;33;46;21;8;0;76;187;2;7;364;0;32;
20503;Obwodowa Komisja Wyborcza numer 9;1;2;14;10;1;0;27;78;1;1;38;0;8;
20503;Obwodowa Komisja Wyborcza numer 8;2;1;10;4;1;0;20;44;0;3;40;0;6;
20503;Obwodowa Komisja Wyborcza numer 7;0;13;6;6;0;0;20;53;0;4;19;0;5;
20602;Obwodowa Komisja Wyborcza numer 8;2;1;2;1;1;0;0;25;0;1;22;0;0;
20602;Obwodowa Komisja Wyborcza numer 6;4;22;47;29;1;2;72;108;2;5;200;0;13;
20503;Obwodowa Komisja Wyborcza numer 6;0;4;18;8;2;0;39;80;2;4;40;1;10;
20503;Obwodowa Komisja Wyborcza numer 4;6;34;49;21;4;1;118;198;4;5;148;1;20;
20602;Obwodowa Komisja Wyborcza numer 3;5;42;55;35;5;2;80;197;7;7;405;0;21;
20602;Obwodowa Komisja Wyborcza numer 7;3;40;29;20;2;0;53;133;4;3;303;0;24;
20602;Obwodowa Komisja Wyborcza numer 10;2;5;2;2;1;0;0;8;0;0;11;0;0;
20501;Obwodowa Komisja Wyborcza numer 11;7;27;58;47;5;1;86;360;7;6;339;0;28;
20501;Obwodowa Komisja Wyborcza numer 12;2;16;44;21;11;0;126;255;4;11;187;1;28;
20501;Obwodowa Komisja Wyborcza numer 10;4;34;42;32;4;1;93;305;9;6;289;0;24;
20602;Obwodowa Komisja Wyborcza numer 9;1;3;2;1;0;0;5;14;0;1;33;0;2;
20501;Obwodowa Komisja Wyborcza numer 2;13;57;78;78;7;1;182;345;17;18;523;1;56;
20501;Obwodowa Komisja Wyborcza numer 9;4;48;57;39;9;4;140;299;9;10;314;0;49;
20501;Obwodowa Komisja Wyborcza numer 5;2;33;56;17;4;3;90;182;9;4;167;2;26;
20501;Obwodowa Komisja Wyborcza numer 8;4;29;46;37;5;1;83;273;3;1;250;1;36;
20501;Obwodowa Komisja Wyborcza numer 6;3;30;74;24;5;5;94;231;5;6;182;0;35;
20501;Obwodowa Komisja Wyborcza numer 4;4;26;57;33;2;1;97;232;5;13;222;0;45;
20501;Obwodowa Komisja Wyborcza numer 7;2;17;42;33;2;0;78;258;5;6;279;1;24;
20501;Obwodowa Komisja Wyborcza numer 13;2;3;0;4;0;1;0;9;0;0;4;0;0;
20501;Obwodowa Komisja Wyborcza numer 1;4;35;55;38;5;0;103;296;2;3;249;1;26;
20501;Obwodowa Komisja Wyborcza numer 14;0;1;1;0;0;0;2;6;0;0;8;0;0;
20501;;2;25;41;26;2;0;54;209;3;7;206;0;18;
20502;Obwodowa Komisja Wyborcza numer 1;2;24;37;20;2;1;68;180;6;9;239;0;27;
20502;Obwodowa Komisja Wyborcza numer 7;0;11;24;17;0;2;53;125;3;6;62;2;8;
20502;Obwodowa Komisja Wyborcza numer 14;0;1;0;0;0;0;0;2;1;0;3;1;0;
20502;Obwodowa Komisja Wyborcza numer 3;2;22;53;24;4;1;102;200;4;10;231;0;13;
20502;Obwodowa Komisja Wyborcza numer 2;2;34;24;34;1;1;67;173;5;8;225;2;27;
20502;Obwodowa Komisja Wyborcza numer 11;3;14;11;6;3;1;29;62;3;4;59;0;10;
20502;Obwodowa Komisja Wyborcza numer 12;1;7;14;7;0;1;28;40;3;1;62;0;4;
20502;Obwodowa Komisja Wyborcza numer 6;2;11;17;4;3;0;47;89;7;1;113;1;11;
20502;Obwodowa Komisja Wyborcza numer 8;0;5;23;9;1;0;24;46;2;1;56;0;5;
20502;Obwodowa Komisja Wyborcza numer 10;0;1;18;1;0;0;27;55;0;2;37;0;9;
20502;Obwodowa Komisja Wyborcza numer 4;0;19;26;21;0;1;39;87;1;2;111;0;9;
20502;Obwodowa Komisja Wyborcza numer 9;3;8;20;18;1;0;52;121;2;4;107;1;15;
20605;Obwodowa Komisja Wyborcza numer 1;2;19;23;19;1;8;65;110;3;7;184;0;21;
20502;Obwodowa Komisja Wyborcza numer 13;1;0;9;0;1;0;2;3;0;1;0;1;0;
20605;Obwodowa Komisja Wyborcza numer 2;3;3;14;5;1;0;34;48;1;0;104;2;9;
20502;Obwodowa Komisja Wyborcza numer 5;1;17;18;10;1;0;41;87;6;4;61;0;6;
20605;Obwodowa Komisja Wyborcza numer 3;1;13;28;11;2;0;22;57;5;2;84;0;10;
20606;Obwodowa Komisja Wyborcza numer 1;4;33;56;59;3;3;124;153;5;13;511;1;58;
20605;Obwodowa Komisja Wyborcza numer 4;2;26;34;15;6;2;65;118;4;5;177;0;13;
20609;Obwodowa Komisja Wyborcza numer 5;2;11;12;15;1;0;36;55;4;1;64;0;14;
20609;Obwodowa Komisja Wyborcza numer 1;5;33;34;23;9;1;116;183;8;10;241;0;28;
20606;Obwodowa Komisja Wyborcza numer 2;5;39;34;31;0;4;92;130;12;7;369;1;27;
20606;Obwodowa Komisja Wyborcza numer 3;1;20;33;25;4;0;99;177;8;12;288;2;25;
20606;Obwodowa Komisja Wyborcza numer 5;4;33;32;27;2;1;86;159;8;17;372;0;24;
20609;Obwodowa Komisja Wyborcza numer 2;3;22;39;29;3;0;72;161;4;3;174;0;14;
20609;Obwodowa Komisja Wyborcza numer 3;6;10;26;19;2;2;25;66;7;0;124;1;15;
20608;Obwodowa Komisja Wyborcza numer 2;2;20;9;7;1;0;26;56;7;4;142;0;6;
20605;Obwodowa Komisja Wyborcza numer 5;2;16;29;25;1;0;61;94;1;5;252;2;22;
20608;Obwodowa Komisja Wyborcza numer 1;3;55;67;50;5;1;143;205;11;12;507;1;53;
20609;Obwodowa Komisja Wyborcza numer 4;5;23;36;20;7;3;83;160;4;10;279;0;14;
20606;Obwodowa Komisja Wyborcza numer 4;4;29;54;20;3;0;91;147;8;7;207;0;12;
20605;Obwodowa Komisja Wyborcza numer 6;1;0;3;2;3;0;2;31;0;1;55;0;1;
20608;Obwodowa Komisja Wyborcza numer 3;1;26;22;31;13;2;78;126;10;9;351;0;18;
20604;Obwodowa Komisja Wyborcza numer 3;2;30;27;27;3;1;66;113;4;4;199;0;23;
20805;Obwodowa Komisja Wyborcza numer 1;9;32;61;46;9;1;105;298;6;11;458;1;29;
20604;Obwodowa Komisja Wyborcza numer 6;5;49;44;54;8;2;101;206;14;7;439;0;47;
20608;Obwodowa Komisja Wyborcza numer 4;7;30;40;26;2;0;64;127;5;17;297;1;37;
20805;Obwodowa Komisja Wyborcza numer 3;9;47;69;53;12;1;119;358;5;9;650;1;33;
20604;Obwodowa Komisja Wyborcza numer 5;0;35;35;49;3;2;65;159;9;5;343;1;32;
20604;Obwodowa Komisja Wyborcza numer 4;2;15;10;18;2;1;33;82;1;3;163;1;23;
20604;Obwodowa Komisja Wyborcza numer 1;0;9;12;10;1;0;30;57;1;4;91;0;12;
20608;Obwodowa Komisja Wyborcza numer 6;4;21;27;31;7;0;64;83;9;2;211;0;11;
20805;Obwodowa Komisja Wyborcza numer 2;3;34;57;34;12;0;65;255;10;10;472;1;30;
20608;Obwodowa Komisja Wyborcza numer 7;0;0;1;1;0;0;0;15;1;0;4;0;0;
20604;Obwodowa Komisja Wyborcza numer 7;0;1;0;0;0;0;0;3;0;0;3;0;0;
20805;Obwodowa Komisja Wyborcza numer 4;0;0;0;0;0;0;0;7;0;0;5;0;1;
20608;Obwodowa Komisja Wyborcza numer 5;5;49;39;37;7;1;80;222;4;5;381;0;18;
20604;Obwodowa Komisja Wyborcza numer 2;3;21;29;27;6;0;65;122;6;2;195;2;28;
20604;Obwodowa Komisja Wyborcza numer 8;0;0;1;4;0;0;0;0;0;0;5;0;0;
20607;Obwodowa Komisja Wyborcza numer 6;1;9;8;8;4;0;30;72;2;4;58;0;4;
20604;Obwodowa Komisja Wyborcza numer 9;0;0;0;0;0;0;0;6;0;0;6;1;0;
20607;Obwodowa Komisja Wyborcza numer 4;3;8;8;17;0;0;40;61;6;2;101;0;6;
20607;Obwodowa Komisja Wyborcza numer 3;3;30;48;49;7;0;144;248;4;10;361;0;43;
20607;Obwodowa Komisja Wyborcza numer 5;3;18;19;12;6;0;70;129;7;3;185;1;13;
20801;Obwodowa Komisja Wyborcza numer 2;2;18;27;21;5;1;71;112;5;2;215;0;16;
20607;Obwodowa Komisja Wyborcza numer 1;6;45;55;35;10;2;130;179;6;7;413;1;38;
20801;Obwodowa Komisja Wyborcza numer 1;1;14;31;19;1;3;55;62;9;3;100;0;10;
20607;Obwodowa Komisja Wyborcza numer 2;7;54;53;46;7;0;111;246;15;20;472;0;37;
20801;Obwodowa Komisja Wyborcza numer 4;2;44;24;22;1;3;76;227;5;5;372;0;15;
20607;Obwodowa Komisja Wyborcza numer 8;2;20;20;36;2;0;52;99;2;2;145;0;13;
20701;Obwodowa Komisja Wyborcza numer 2;3;35;62;19;6;1;138;246;8;11;307;1;33;
20701;;2;32;51;35;5;0;133;287;7;6;316;1;44;
20607;Obwodowa Komisja Wyborcza numer 7;1;9;31;12;6;0;61;89;2;5;152;0;11;
20801;Obwodowa Komisja Wyborcza numer 3;3;22;30;15;2;0;73;177;6;9;229;0;12;
20701;Obwodowa Komisja Wyborcza numer 4;1;39;54;41;4;1;118;274;12;5;367;1;29;
20704;Obwodowa Komisja Wyborcza numer 1;0;41;40;33;8;3;108;192;4;9;211;1;18;
20704;Obwodowa Komisja Wyborcza numer 3;0;8;21;5;2;0;35;59;3;4;35;0;9;
20701;Obwodowa Komisja Wyborcza numer 3;6;37;62;45;6;1;122;234;9;10;301;0;40;
20704;Obwodowa Komisja Wyborcza numer 4;0;2;5;2;0;0;21;44;3;1;28;0;2;
20701;Obwodowa Komisja Wyborcza numer 5;3;49;51;34;6;2;132;262;4;4;346;0;41;
20704;Obwodowa Komisja Wyborcza numer 2;4;18;34;24;1;1;66;123;2;5;97;0;17;
20704;Obwodowa Komisja Wyborcza numer 6;0;15;6;16;1;0;48;78;2;3;85;1;10;
20704;Obwodowa Komisja Wyborcza numer 7;2;6;9;6;0;0;30;51;1;4;68;0;4;
20704;Obwodowa Komisja Wyborcza numer 5;1;6;11;3;0;1;14;31;0;0;49;0;5;
20701;Obwodowa Komisja Wyborcza numer 10;0;0;1;0;0;0;0;7;0;0;6;1;0;
20701;Obwodowa Komisja Wyborcza numer 7;2;63;43;55;6;2;91;320;9;18;566;1;43;
20701;Obwodowa Komisja Wyborcza numer 8;5;42;42;47;3;2;122;252;7;8;501;0;39;
20701;Obwodowa Komisja Wyborcza numer 9;1;6;6;5;0;0;5;56;2;2;74;0;1;
20701;Obwodowa Komisja Wyborcza numer 6;2;28;30;26;4;1;67;174;8;6;321;0;19;
20703;Obwodowa Komisja Wyborcza numer 1;6;45;30;35;1;1;92;144;10;7;330;0;28;
20703;Obwodowa Komisja Wyborcza numer 2;2;47;32;47;4;0;99;210;9;11;387;2;44;
20703;Obwodowa Komisja Wyborcza numer 4;3;41;102;44;6;0;159;401;8;7;337;1;41;
20703;Obwodowa Komisja Wyborcza numer 5;1;13;23;12;1;1;37;96;3;0;96;0;9;
20803;Obwodowa Komisja Wyborcza numer 3;3;40;56;52;5;0;74;249;9;7;438;1;29;
20803;Obwodowa Komisja Wyborcza numer 1;2;36;74;29;5;3;109;240;4;9;294;0;26;
20703;Obwodowa Komisja Wyborcza numer 8;0;7;7;3;0;1;22;37;0;0;72;0;2;
20703;Obwodowa Komisja Wyborcza numer 9;0;10;6;5;1;2;18;73;0;1;47;0;7;
20803;Obwodowa Komisja Wyborcza numer 8;0;5;2;7;2;0;12;71;0;1;63;1;1;
20703;Obwodowa Komisja Wyborcza numer 3;2;38;39;54;4;5;116;236;9;6;445;1;40;
20803;Obwodowa Komisja Wyborcza numer 7;3;19;57;27;6;1;66;223;2;5;406;1;29;
20803;Obwodowa Komisja Wyborcza numer 2;1;38;38;34;4;2;56;168;5;6;338;0;26;
20803;Obwodowa Komisja Wyborcza numer 5;4;20;42;15;2;0;66;159;1;13;148;0;13;
20703;Obwodowa Komisja Wyborcza numer 7;0;21;14;6;2;1;28;65;1;2;98;0;6;
20803;Obwodowa Komisja Wyborcza numer 4;3;21;45;18;2;9;115;177;9;7;265;0;34;
20803;Obwodowa Komisja Wyborcza numer 6;2;12;27;8;2;0;45;114;3;1;138;0;9;
20703;Obwodowa Komisja Wyborcza numer 6;0;5;19;3;0;1;39;76;2;1;84;0;10;
20702;Obwodowa Komisja Wyborcza numer 7;0;18;28;24;2;0;61;86;4;5;161;0;19;
20702;Obwodowa Komisja Wyborcza numer 1;0;8;12;7;2;0;36;42;1;0;101;0;10;
20702;Obwodowa Komisja Wyborcza numer 5;0;38;51;44;12;2;190;294;11;20;289;0;25;
20702;Obwodowa Komisja Wyborcza numer 6;0;13;17;25;2;0;51;125;4;3;51;0;14;
20702;Obwodowa Komisja Wyborcza numer 3;2;15;29;25;3;0;64;73;2;5;137;0;14;
20702;Obwodowa Komisja Wyborcza numer 8;0;11;10;5;3;0;28;54;1;2;60;1;2;
20803;Obwodowa Komisja Wyborcza numer 9;0;10;1;5;1;0;7;66;1;1;75;1;2;
20702;Obwodowa Komisja Wyborcza numer 11;2;8;11;5;0;0;25;47;3;0;67;0;11;
20702;Obwodowa Komisja Wyborcza numer 9;3;13;17;8;2;0;40;74;4;0;61;1;2;
20702;Obwodowa Komisja Wyborcza numer 4;4;7;14;11;0;0;45;66;2;1;85;0;3;
20702;Obwodowa Komisja Wyborcza numer 10;0;5;17;5;0;1;34;87;2;1;50;0;12;
20702;Obwodowa Komisja Wyborcza numer 13;1;9;7;6;0;0;21;26;2;2;32;0;7;
20702;Obwodowa Komisja Wyborcza numer 15;1;1;0;1;0;0;1;1;0;0;2;0;0;
20702;Obwodowa Komisja Wyborcza numer 2;3;25;49;29;5;1;77;144;6;1;157;1;14;
20702;Obwodowa Komisja Wyborcza numer 14;0;7;6;4;2;0;15;51;4;2;32;0;3;
20702;Obwodowa Komisja Wyborcza numer 12;0;6;9;8;0;2;23;34;2;1;41;0;2;
20804;Obwodowa Komisja Wyborcza numer 11;0;19;23;26;3;2;80;158;2;5;155;2;19;
20804;Obwodowa Komisja Wyborcza numer 2;2;28;26;40;10;1;98;145;5;9;327;2;24;
20804;Obwodowa Komisja Wyborcza numer 3;5;25;27;23;7;0;72;135;10;6;237;1;18;
20804;Obwodowa Komisja Wyborcza numer 13;4;25;35;32;2;1;70;208;6;10;313;1;24;
20804;Obwodowa Komisja Wyborcza numer 5;3;20;32;20;2;2;87;123;0;3;240;1;17;
20804;Obwodowa Komisja Wyborcza numer 1;1;29;30;31;3;1;64;127;8;4;203;1;19;
20804;Obwodowa Komisja Wyborcza numer 15;0;0;0;0;1;0;2;3;0;0;4;0;0;
20804;Obwodowa Komisja Wyborcza numer 14;0;1;0;3;2;0;0;4;0;0;7;0;0;
20804;Obwodowa Komisja Wyborcza numer 6;3;18;41;28;3;2;90;136;3;7;217;0;15;
20804;Obwodowa Komisja Wyborcza numer 4;7;48;50;33;8;0;89;287;13;9;472;2;31;
20804;Obwodowa Komisja Wyborcza numer 9;0;28;33;29;2;0;67;176;7;9;368;0;14;
20802;Obwodowa Komisja Wyborcza numer 1;5;19;24;39;4;1;73;128;5;11;216;0;21;
20804;Obwodowa Komisja Wyborcza numer 12;3;31;72;43;2;0;108;249;11;14;472;0;40;
20804;Obwodowa Komisja Wyborcza numer 8;0;14;30;24;4;0;59;112;1;5;270;0;17;
20804;Obwodowa Komisja Wyborcza numer 10;1;27;28;33;2;1;58;150;2;5;191;0;14;
20804;Obwodowa Komisja Wyborcza numer 7;1;15;30;28;3;0;73;135;3;8;203;0;20;
20802;Obwodowa Komisja Wyborcza numer 3;8;30;25;34;8;1;86;153;6;12;351;2;23;
20802;Obwodowa Komisja Wyborcza numer 5;7;23;27;32;7;1;69;149;7;10;228;0;16;
20802;Obwodowa Komisja Wyborcza numer 4;4;14;39;14;1;3;68;129;4;9;172;0;12;
20802;Obwodowa Komisja Wyborcza numer 8;3;20;30;24;2;1;92;124;7;9;143;0;26;
20802;Obwodowa Komisja Wyborcza numer 2;1;29;32;29;4;0;62;138;4;3;297;0;12;
20802;Obwodowa Komisja Wyborcza numer 14;2;17;18;27;4;1;69;170;7;1;257;0;14;
20802;Obwodowa Komisja Wyborcza numer 16;9;40;43;45;5;0;127;251;7;12;358;1;38;
20802;Obwodowa Komisja Wyborcza numer 13;2;25;27;42;5;2;53;178;6;5;275;0;28;
20802;Obwodowa Komisja Wyborcza numer 12;3;20;37;26;2;0;77;176;5;2;229;0;22;
20802;Obwodowa Komisja Wyborcza numer 11;7;29;37;36;3;0;70;154;5;5;233;0;32;
20802;Obwodowa Komisja Wyborcza numer 17;4;33;52;32;4;2;100;242;10;8;469;0;34;
20802;Obwodowa Komisja Wyborcza numer 15;2;29;50;33;6;0;86;267;6;8;399;0;25;
20802;Obwodowa Komisja Wyborcza numer 6;2;12;36;30;6;0;55;140;4;8;258;0;18;
20802;Obwodowa Komisja Wyborcza numer 9;3;17;27;25;2;1;114;203;7;7;225;2;21;
20802;Obwodowa Komisja Wyborcza numer 7;4;13;46;17;6;0;83;197;0;8;168;1;37;
20802;Obwodowa Komisja Wyborcza numer 10;7;23;42;28;3;1;73;194;2;7;323;3;22;
20806;Obwodowa Komisja Wyborcza numer 2;7;38;82;39;6;1;95;215;8;9;296;1;31;
20806;Obwodowa Komisja Wyborcza numer 10;0;4;21;9;1;0;33;99;1;2;48;0;7;
20806;Obwodowa Komisja Wyborcza numer 13;0;11;20;14;6;1;28;61;4;1;101;0;11;
20806;Obwodowa Komisja Wyborcza numer 1;3;18;35;12;2;1;48;113;4;2;118;0;13;
20806;Obwodowa Komisja Wyborcza numer 6;1;15;35;21;5;1;51;141;6;8;133;0;14;
20806;Obwodowa Komisja Wyborcza numer 9;2;21;29;13;4;0;55;167;2;2;122;2;15;
20806;Obwodowa Komisja Wyborcza numer 5;6;39;57;39;7;1;100;258;11;7;426;0;36;
20802;Obwodowa Komisja Wyborcza numer 19;1;17;2;38;0;0;33;12;4;8;290;0;7;
20806;Obwodowa Komisja Wyborcza numer 14;3;18;35;20;1;2;88;180;6;6;126;1;10;
20806;Obwodowa Komisja Wyborcza numer 4;3;46;50;48;6;0;101;365;5;12;497;0;29;
20806;Obwodowa Komisja Wyborcza numer 11;2;21;48;8;1;1;77;156;10;4;201;1;25;
20802;Obwodowa Komisja Wyborcza numer 18;0;3;3;2;0;1;9;29;2;1;25;1;1;
20806;Obwodowa Komisja Wyborcza numer 8;3;11;45;16;4;0;90;201;5;4;145;0;20;
20806;Obwodowa Komisja Wyborcza numer 3;0;13;57;24;6;0;62;151;6;7;147;0;14;
20806;Obwodowa Komisja Wyborcza numer 7;8;14;45;18;7;0;85;286;2;5;137;0;14;
20806;;0;8;20;12;2;0;21;76;1;2;128;0;6;
20806;Obwodowa Komisja Wyborcza numer 18;1;1;1;1;2;0;0;2;0;0;6;2;0;
20806;Obwodowa Komisja Wyborcza numer 15;1;9;12;7;1;1;25;31;5;4;84;0;4;
20806;Obwodowa Komisja Wyborcza numer 20;0;1;4;1;2;0;1;14;1;0;13;0;0;
20808;Obwodowa Komisja Wyborcza numer 1;5;13;32;20;3;0;52;154;4;2;146;0;12;
20808;Obwodowa Komisja Wyborcza numer 2;4;22;41;18;6;1;47;159;7;5;304;0;20;
20806;Obwodowa Komisja Wyborcza numer 17;0;8;10;10;5;1;20;31;2;1;31;0;6;
20808;Obwodowa Komisja Wyborcza numer 4;1;21;62;24;4;0;66;129;3;4;198;0;8;
20809;Obwodowa Komisja Wyborcza numer 1;4;19;40;17;1;5;82;139;12;3;181;1;23;
20808;Obwodowa Komisja Wyborcza numer 3;2;18;38;27;1;2;56;137;6;1;194;1;20;
20808;Obwodowa Komisja Wyborcza numer 7;1;14;37;10;4;1;71;134;2;5;119;0;16;
20808;;2;18;24;22;4;1;66;85;6;6;150;1;11;
20808;Obwodowa Komisja Wyborcza numer 5;4;19;33;34;2;0;51;190;7;1;214;1;7;
20809;Obwodowa Komisja Wyborcza numer 2;9;10;23;26;3;1;55;109;6;4;131;1;20;
20806;Obwodowa Komisja Wyborcza numer 16;1;6;18;8;0;0;31;64;1;4;61;0;3;
20808;Obwodowa Komisja Wyborcza numer 8;0;2;14;2;3;0;16;20;2;1;30;0;1;
20806;Obwodowa Komisja Wyborcza numer 19;0;0;1;0;1;0;0;6;1;2;5;0;0;
20808;Obwodowa Komisja Wyborcza numer 9;0;4;13;14;1;0;36;61;2;0;34;0;5;
20808;Obwodowa Komisja Wyborcza numer 10;0;1;6;1;0;0;4;18;0;0;19;0;1;
20810;Obwodowa Komisja Wyborcza numer 1;2;14;58;18;4;4;68;155;5;2;208;0;22;
20810;Obwodowa Komisja Wyborcza numer 2;0;17;54;19;4;0;68;160;3;7;200;0;24;
20810;Obwodowa Komisja Wyborcza numer 3;0;16;27;9;1;0;19;53;2;4;78;0;11;
20810;Obwodowa Komisja Wyborcza numer 5;1;4;35;5;2;0;52;65;2;1;55;0;7;
20810;Obwodowa Komisja Wyborcza numer 6;2;11;42;18;2;0;39;97;0;6;101;0;7;
20810;Obwodowa Komisja Wyborcza numer 7;2;13;44;23;9;2;60;156;4;8;149;0;16;
20810;Obwodowa Komisja Wyborcza numer 4;1;7;21;5;0;0;25;57;0;1;74;0;3;
20810;Obwodowa Komisja Wyborcza numer 9;2;8;39;7;1;1;34;56;3;0;71;0;9;
20810;Obwodowa Komisja Wyborcza numer 8;2;20;27;3;3;0;46;92;4;0;159;0;10;
20903;Obwodowa Komisja Wyborcza numer 2;4;8;17;12;0;1;53;105;1;1;51;0;9;
20903;Obwodowa Komisja Wyborcza numer 1;1;13;23;20;5;1;64;115;3;2;131;1;10;
20903;Obwodowa Komisja Wyborcza numer 3;2;1;19;13;1;0;70;135;6;2;100;2;12;
20903;Obwodowa Komisja Wyborcza numer 4;1;7;11;11;2;0;40;66;2;1;42;0;4;
20813;Obwodowa Komisja Wyborcza numer 1;2;27;34;20;6;0;38;151;4;2;238;0;11;
20903;Obwodowa Komisja Wyborcza numer 6;0;7;10;15;2;1;49;83;1;1;58;0;7;
20903;Obwodowa Komisja Wyborcza numer 5;0;4;14;14;0;0;45;60;3;3;41;1;8;
20813;Obwodowa Komisja Wyborcza numer 2;6;27;30;21;4;1;63;173;5;5;258;0;21;
20813;Obwodowa Komisja Wyborcza numer 3;2;23;47;35;4;0;91;137;8;6;237;0;23;
20908;Obwodowa Komisja Wyborcza numer 1;1;20;20;12;2;2;89;186;1;3;99;0;22;
20813;Obwodowa Komisja Wyborcza numer 4;4;25;44;25;2;1;77;143;7;9;234;1;24;
20813;Obwodowa Komisja Wyborcza numer 7;2;2;1;2;0;0;1;16;2;0;9;1;0;
20813;Obwodowa Komisja Wyborcza numer 5;1;20;27;33;0;0;56;83;5;6;148;0;20;
20813;Obwodowa Komisja Wyborcza numer 6;1;17;14;9;2;1;40;60;0;2;92;1;24;
20908;Obwodowa Komisja Wyborcza numer 3;0;2;2;0;1;0;0;8;1;1;4;0;0;
20906;Obwodowa Komisja Wyborcza numer 3;1;8;21;12;3;1;83;105;3;1;94;0;10;
20906;Obwodowa Komisja Wyborcza numer 5;5;13;27;19;1;1;74;156;10;8;179;0;21;
20906;Obwodowa Komisja Wyborcza numer 4;6;23;80;36;6;1;155;257;4;10;249;2;33;
20906;Obwodowa Komisja Wyborcza numer 1;2;15;40;32;5;1;107;117;10;6;182;0;26;
20906;Obwodowa Komisja Wyborcza numer 7;1;5;17;16;2;0;75;115;6;3;82;0;9;
20906;Obwodowa Komisja Wyborcza numer 6;5;10;15;21;4;6;75;141;3;4;95;0;11;
20906;Obwodowa Komisja Wyborcza numer 2;1;11;18;25;3;1;72;132;8;7;116;1;23;
20908;Obwodowa Komisja Wyborcza numer 2;0;22;36;18;9;1;108;217;9;12;92;0;20;
20901;Obwodowa Komisja Wyborcza numer 3;4;24;64;40;2;2;145;286;9;15;290;0;38;
20901;Obwodowa Komisja Wyborcza numer 1;6;28;65;25;3;1;119;236;4;9;275;1;24;
20906;Obwodowa Komisja Wyborcza numer 8;1;11;8;19;1;0;42;97;1;4;96;0;7;
20901;Obwodowa Komisja Wyborcza numer 2;6;37;81;37;3;0;166;346;11;10;303;0;33;
20901;Obwodowa Komisja Wyborcza numer 6;7;36;63;57;8;4;178;370;8;12;487;0;32;
20902;Obwodowa Komisja Wyborcza numer 3;6;12;44;37;5;5;145;264;1;4;195;0;16;
20901;Obwodowa Komisja Wyborcza numer 4;1;21;24;33;8;2;121;186;9;12;213;0;28;
20902;Obwodowa Komisja Wyborcza numer 6;1;3;11;9;4;0;39;91;2;1;39;0;8;
20902;Obwodowa Komisja Wyborcza numer 7;0;5;32;19;10;0;130;216;3;1;92;0;19;
20902;Obwodowa Komisja Wyborcza numer 5;1;9;22;13;2;2;73;120;2;4;60;0;5;
20901;Obwodowa Komisja Wyborcza numer 7;0;0;0;0;0;1;0;3;0;0;5;0;0;
